Name	Length	EffectiveLength	TPM	NumReads
FBtr0070960	2096	1922.410	0.069634	1.029
FBtr0302357	2296	2122.410	0.060922	0.994
FBtr0302356	2428	2254.410	0.056326	0.976
FBtr0340571	3830	3656.410	0.017784	0.500
FBtr0340572	3825	3651.410	0.017808	0.500
FBtr0080267	3305	3131.410	0.000000	0.000
FBtr0077141	787	613.650	0.000000	0.000
FBtr0306593	981	807.555	0.000000	0.000
FBtr0081719	1938	1764.410	80.045587	1086.000
FBtr0071549	1655	1481.410	33.359185	380.000
FBtr0308832	1068	894.410	8.112395	55.793
FBtr0308833	2043	1869.410	26.718952	384.076
FBtr0074921	2263	2089.410	8.846538	142.131
FBtr0073011	1996	1822.410	0.071361	1.000
FBtr0112378	450	276.822	0.000000	0.000
FBtr0342602	1596	1422.410	0.234505	2.565
FBtr0080326	1217	1043.410	92.551912	742.563
FBtr0085405	675	501.695	181.453466	700.000
FBtr0339295	331	157.919	0.000000	0.000
FBtr0300316	205	34.188	0.000000	0.000
FBtr0300904	2130	1956.410	0.033251	0.500
FBtr0081633	2196	2022.410	0.032138	0.500
FBtr0300905	2052	1878.410	0.000000	0.000
FBtr0335279	1234	1060.410	0.302846	2.469
FBtr0335281	1199	1025.410	0.355688	2.805
FBtr0290216	733	559.673	0.013659	0.059
FBtr0335280	740	566.669	0.013687	0.060
FBtr0077120	1711	1537.410	18.679917	220.830
FBtr0081676	887	713.600	0.000000	0.000
FBtr0076639	2093	1919.410	0.271019	4.000
FBtr0079280	1148	974.410	0.000000	0.000
FBtr0304827	5797	5623.410	0.080091	3.463
FBtr0433494	6405	6231.410	0.179821	8.616
FBtr0333832	6581	6407.410	0.106225	5.234
FBtr0433497	5654	5480.410	0.155385	6.548
FBtr0333833	6118	5944.410	0.067758	3.097
FBtr0433496	5848	5674.410	0.078961	3.445
FBtr0304826	8410	8236.410	0.080909	5.124
FBtr0433495	8302	8128.410	0.077994	4.875
FBtr0433493	8251	8077.410	0.078772	4.893
FBtr0300808	2019	1845.410	0.000000	0.000
FBtr0300809	4061	3887.410	0.000000	0.000
FBtr0301700	4064	3890.410	0.000000	0.000
FBtr0072287	5108	4934.410	30.361572	1152.000
FBtr0343633	2816	2642.410	5.240016	106.470
FBtr0074281	2640	2466.410	66.068835	1253.011
FBtr0343632	2730	2556.410	2.237602	43.985
FBtr0074279	3898	3724.410	36.423340	1043.110
FBtr0074280	3895	3721.410	3.206640	91.759
FBtr0072238	1035	861.410	0.000000	0.000
FBtr0308073	1317	1143.410	1.358905	11.948
FBtr0082360	764	590.656	87.424988	397.067
FBtr0082361	1024	850.410	0.150744	0.986
FBtr0079938	1428	1254.410	3.110204	30.000
FBtr0077227	1279	1105.410	169.223059	1438.387
FBtr0091702	1278	1104.410	7.255184	61.613
FBtr0074882	2425	2251.410	15.076846	261.011
FBtr0332153	3588	3414.410	2.529166	66.403
FBtr0310476	2042	1868.410	6.923651	99.472
FBtr0100666	2416	2242.410	7.692617	132.642
FBtr0332726	2033	1859.410	4.380470	62.631
FBtr0080287	1089	915.410	14.641530	103.061
FBtr0309307	5887	5713.410	0.035142	1.544
FBtr0300898	5037	4863.410	0.012197	0.456
FBtr0080024	1050	876.410	8.505931	57.322
FBtr0077389	2263	2089.410	93.985388	1510.000
FBtr0290204	1958	1784.410	0.000000	0.000
FBtr0086689	848	674.615	34.237645	177.604
FBtr0306636	1574	1400.410	12.125367	130.570
FBtr0086687	1472	1298.410	14.894072	148.702
FBtr0086690	2195	2021.410	0.703919	10.941
FBtr0086686	1532	1358.410	0.894124	9.339
FBtr0340359	2225	2051.410	0.975426	15.386
FBtr0301148	981	807.555	77.940388	483.980
FBtr0086684	908	734.592	0.371780	2.100
FBtr0306637	2237	2063.410	1.334909	21.180
FBtr0301149	1514	1340.410	0.698120	7.195
FBtr0086600	1106	932.410	3.254503	23.334
FBtr0331978	1118	944.410	21.160461	153.666
FBtr0078769	621	447.733	4253.515015	14644.000
FBtr0070712	1878	1704.410	0.915618	12.000
FBtr0343263	1108	934.410	0.000000	0.000
FBtr0343264	928	754.592	0.000000	0.000
FBtr0072024	920	746.592	0.000000	0.000
FBtr0113111	979	805.558	0.000000	0.000
FBtr0333452	4664	4490.410	0.280908	9.699
FBtr0333450	3996	3822.410	0.153030	4.498
FBtr0333451	4043	3869.410	0.148998	4.433
FBtr0300831	4092	3918.410	0.145023	4.370
FBtr0076303	1640	1466.410	1.307602	14.744
FBtr0076302	1655	1481.410	1.270595	14.474
FBtr0076301	2049	1875.410	68.705107	990.782
FBtr0077098	1123	949.410	94.264741	688.170
FBtr0070552	1047	873.410	0.297796	2.000
FBtr0075818	1346	1172.410	29.616851	267.000
FBtr0088789	1908	1734.410	5.323701	71.000
FBtr0304960	503	329.786	0.000000	0.000
FBtr0075249	843	669.617	0.194214	1.000
FBtr0084104	1804	1630.410	238.091559	2984.927
FBtr0336911	2177	2003.410	7.805682	120.247
FBtr0088974	1597	1423.410	15.984323	174.951
FBtr0100360	4963	4789.410	0.536709	19.766
FBtr0110880	2920	2746.410	0.100821	2.129
FBtr0334105	2225	2051.410	0.142900	2.254
FBtr0301185	2946	2772.410	0.099200	2.115
FBtr0110881	4262	4088.410	1.582068	49.736
FBtr0336928	1138	964.410	0.121542	0.901
FBtr0072107	995	821.542	0.173919	1.099
FBtr0085786	2956	2782.410	17.546752	375.414
FBtr0085785	3082	2908.410	0.995368	22.260
FBtr0334549	2894	2720.410	2.486845	52.021
FBtr0334550	3020	2846.410	0.699251	15.305
FBtr0340191	4545	4371.410	6.570239	220.849
FBtr0073848	4477	4303.410	61.230255	2026.151
FBtr0078387	3371	3197.410	9.470204	232.836
FBtr0087487	2027	1853.410	15.787672	225.000
FBtr0083735	2688	2514.410	0.145097	2.805
FBtr0332539	2448	2274.410	0.183060	3.202
FBtr0077790	977	803.559	0.000000	0.000
FBtr0331440	941	767.590	0.000000	0.000
FBtr0331439	971	797.564	0.000000	0.000
FBtr0082634	1746	1572.410	20.263170	245.000
FBtr0079612	1320	1146.410	7.775784	68.545
FBtr0087980	1799	1625.410	0.039850	0.498
FBtr0087979	1558	1384.410	0.047151	0.502
FBtr0072044	1063	889.410	0.000000	0.000
FBtr0343206	1072	898.410	0.000000	0.000
FBtr0072043	1160	986.410	0.000000	0.000
FBtr0075225	1132	958.410	0.000000	0.000
FBtr0112489	446	272.823	10.350504	21.714
FBtr0339263	740	566.669	0.086635	0.378
FBtr0301018	2276	2102.410	0.866000	14.000
FBtr0302526	640	466.706	3.901143	14.000
FBtr0100009	3280	3106.410	6.489033	155.000
FBtr0089901	2338	2164.410	0.558323	9.292
FBtr0089902	1803	1629.410	0.365129	4.575
FBtr0300562	2617	2443.410	4.996733	93.881
FBtr0089900	2125	1951.410	0.549319	8.243
FBtr0089904	2355	2181.410	0.701546	11.768
FBtr0301521	2467	2293.410	1.104099	19.471
FBtr0089905	2568	2394.410	0.693671	12.772
FBtr0345390	5214	5040.410	0.781678	30.296
FBtr0331425	3556	3382.410	3.861505	100.433
FBtr0332155	4408	4234.410	3.343336	108.859
FBtr0075014	3541	3367.410	1.715173	44.412
FBtr0078874	603	429.745	0.000000	0.000
FBtr0083452	2975	2801.410	10.035671	216.180
FBtr0302317	2262	2088.410	23.091605	370.820
FBtr0333248	2543	2369.410	0.054432	0.992
FBtr0114524	2411	2237.410	0.058606	1.008
FBtr0273385	6171	5997.410	0.878653	40.520
FBtr0339307	6637	6463.410	0.892057	44.335
FBtr0273384	6439	6265.410	2.680608	129.144
FBtr0082117	3807	3633.410	3.623131	101.226
FBtr0082116	6303	6129.410	1.577621	74.356
FBtr0082118	4671	4497.410	2.585661	89.418
FBtr0085011	1569	1395.410	0.372791	4.000
FBtr0081174	4145	3971.410	0.462521	14.124
FBtr0081175	3934	3760.410	0.589751	17.053
FBtr0303241	4041	3867.410	0.868933	25.840
FBtr0081176	3893	3719.410	0.639700	18.295
FBtr0305129	2997	2823.410	9.323926	202.426
FBtr0339156	2994	2820.410	3.006592	65.205
FBtr0339157	2988	2814.410	1.694359	36.668
FBtr0071784	2049	1875.410	1.056602	15.237
FBtr0071785	1989	1815.410	54.787756	764.806
FBtr0089148	3050	2876.410	1.314755	29.080
FBtr0089147	2773	2599.410	2.122896	42.432
FBtr0089150	2762	2588.410	3.490470	69.472
FBtr0089146	2709	2535.410	4.263665	83.124
FBtr0308247	2614	2440.410	17.361620	325.796
FBtr0089149	2840	2666.410	2.979855	61.096
FBtr0302559	2531	2357.410	0.000000	0.000
FBtr0346506	2597	2423.410	0.000000	0.000
FBtr0302190	3048	2874.410	4.813448	106.389
FBtr0086145	3054	2880.410	5.355210	118.611
FBtr0306281	375	201.896	0.000000	0.000
FBtr0306280	392	218.879	0.000000	0.000
FBtr0306258	4812	4638.410	3.161842	112.772
FBtr0073119	3828	3654.410	80.339878	2257.571
FBtr0073120	4106	3932.410	77.609000	2346.734
FBtr0073118	4763	4589.410	88.806255	3133.960
FBtr0337055	3442	3268.410	15.910992	399.877
FBtr0333895	3491	3317.410	76.961968	1963.217
FBtr0337056	4046	3872.410	3.152442	93.869
FBtr0077442	1411	1237.410	5.359986	51.000
FBtr0076018	1266	1092.410	3.091132	25.965
FBtr0076017	963	789.572	10.217596	62.035
FBtr0339781	3357	3183.410	0.393091	9.622
FBtr0070778	3093	2919.410	0.623133	13.988
FBtr0344824	2804	2630.410	1.848548	37.389
FBtr0345292	830	656.628	13.808424	69.720
FBtr0070983	837	663.623	24.191146	123.444
FBtr0070982	1100	926.410	1.960453	13.965
FBtr0070981	941	767.590	77.435973	457.051
FBtr0070980	854	680.612	5065.786429	26511.819
FBtr0307300	2919	2745.410	12.882000	271.947
FBtr0113024	3030	2856.410	1.094792	24.046
FBtr0332600	2913	2739.410	0.596574	12.566
FBtr0083414	2815	2641.410	17.504335	355.528
FBtr0337043	3789	3615.410	1.024142	28.472
FBtr0077516	1338	1164.410	0.000000	0.000
FBtr0112524	1274	1100.410	2.600012	22.000
FBtr0089233	3691	3517.410	3.459503	93.569
FBtr0334626	3376	3202.410	1.852342	45.613
FBtr0310651	3526	3352.410	7.052605	181.802
FBtr0089229	3501	3327.410	12.663885	324.016
FBtr0082920	981	807.555	0.000000	0.000
FBtr0077386	1734	1560.410	21.546970	258.534
FBtr0071106	2301	2127.410	0.061130	1.000
FBtr0070937	2201	2027.410	126.960115	1979.255
FBtr0070938	2487	2313.410	59.405206	1056.745
FBtr0070397	1267	1093.410	1.070451	9.000
FBtr0074346	819	645.636	0.000000	0.000
FBtr0071471	1606	1432.410	0.000000	0.000
FBtr0330316	1609	1435.410	0.000000	0.000
FBtr0074918	1253	1079.410	18.732479	155.480
FBtr0072124	2163	1989.410	23.206579	355.000
FBtr0071683	1189	1015.410	79.150599	618.000
FBtr0077403	1061	887.410	0.025316	0.173
FBtr0113021	1089	915.410	0.024888	0.175
FBtr0077402	1231	1057.410	0.182525	1.484
FBtr0077401	1011	837.410	0.026087	0.168
FBtr0300280	1584	1410.410	0.184413	2.000
FBtr0346378	3461	3287.410	0.749503	18.946
FBtr0074809	2896	2722.410	35.479525	742.719
FBtr0335137	3353	3179.410	0.640113	15.649
FBtr0346141	373	199.898	2.475119	3.804
FBtr0085611	272	98.955	14.713401	11.196
FBtr0074029	585	411.754	0.315842	1.000
FBtr0075388	1505	1331.410	0.099612	1.020
FBtr0343534	2295	2121.410	0.075553	1.232
FBtr0086001	1762	1588.410	0.491242	6.000
FBtr0321315	1239	1065.410	0.000000	0.000
FBtr0333037	2846	2672.410	1.109604	22.802
FBtr0075724	2737	2563.410	2.066872	40.740
FBtr0075723	2084	1910.410	1.392664	20.458
FBtr0342770	3744	3570.410	10.296173	282.675
FBtr0070420	3766	3592.410	70.913087	1958.868
FBtr0342771	3838	3664.410	2.855395	80.457
FBtr0333323	2883	2709.410	0.948382	19.758
FBtr0333322	2930	2756.410	0.913559	19.363
FBtr0074137	2347	2173.410	3.847321	64.297
FBtr0074135	2386	2212.410	46.765544	795.581
FBtr0308136	1697	1523.410	0.040085	0.470
FBtr0080237	698	524.689	0.000000	0.000
FBtr0300638	3446	3272.410	0.000000	0.000
FBtr0073729	466	292.815	66.607329	149.971
FBtr0084836	743	569.667	28.079598	123.000
FBtr0082430	1248	1074.410	1.740640	14.380
FBtr0335211	1142	968.410	26.135717	194.620
FBtr0076857	1307	1133.410	1.032673	9.000
FBtr0300424	902	728.596	1.249448	7.000
FBtr0083860	1793	1619.410	5.291130	65.887
FBtr0302327	1744	1570.410	136.778274	1651.669
FBtr0083861	1877	1703.410	10.722378	140.444
FBtr0083086	1479	1305.410	22.656028	227.417
FBtr0334589	2552	2378.410	2.054981	37.583
FBtr0091874	595	421.748	0.110864	0.360
FBtr0073935	992	818.547	0.000000	0.000
FBtr0073300	818	644.637	0.000000	0.000
FBtr0073299	2460	2286.410	0.000000	0.000
FBtr0088841	1522	1348.410	2.119623	21.977
FBtr0088842	1468	1294.410	61.256797	609.704
FBtr0345599	2094	1920.410	0.014252	0.210
FBtr0070422	1749	1575.410	0.016741	0.203
FBtr0342772	681	507.691	0.471461	1.841
FBtr0070421	1547	1373.410	0.357304	3.773
FBtr0333023	2495	2321.410	0.051385	0.917
FBtr0075579	1678	1504.410	0.093600	1.083
FBtr0072248	2815	2641.410	0.016399	0.333
FBtr0345620	2931	2757.410	0.015750	0.334
FBtr0072247	2800	2626.410	0.016487	0.333
FBtr0072253	1306	1132.410	0.473924	4.127
FBtr0343432	1090	916.410	34.505509	243.148
FBtr0073127	1478	1304.410	0.149051	1.495
FBtr0073128	1471	1297.410	0.150857	1.505
FBtr0079458	1541	1367.410	0.000000	0.000
FBtr0079460	1595	1421.410	0.914930	10.000
FBtr0079462	1526	1352.410	0.000000	0.000
FBtr0079461	1505	1331.410	0.097678	1.000
FBtr0079459	1585	1411.410	0.829271	9.000
FBtr0081997	1156	982.410	25.689280	194.061
FBtr0081996	1257	1083.410	1.227875	10.229
FBtr0336761	1233	1059.410	13.958617	113.710
FBtr0336637	3026	2852.410	0.025223	0.553
FBtr0300693	1964	1790.410	0.012974	0.179
FBtr0336636	3290	3116.410	0.023022	0.552
FBtr0071797	3770	3596.410	0.019875	0.550
FBtr0336638	1523	1349.410	0.016079	0.167
FBtr0087382	5033	4859.410	34.064829	1272.866
FBtr0339998	5235	5061.410	2.596861	101.068
FBtr0301478	2790	2616.410	20.865985	419.795
FBtr0089521	2653	2479.410	8.988109	171.360
FBtr0306351	2221	2047.410	1.796837	28.288
FBtr0306350	2503	2329.410	2.675476	47.923
FBtr0301477	4782	4608.410	1.146681	40.634
FBtr0300224	1562	1388.410	0.041167	0.440
FBtr0114515	1508	1334.410	0.189042	1.940
FBtr0087406	329	155.919	0.000000	0.000
FBtr0072888	2130	1956.410	0.066473	1.000
FBtr0085859	1170	996.410	0.391553	3.000
FBtr0334894	6412	6238.410	42.312197	2029.703
FBtr0084460	6624	6450.410	10.614619	526.483
FBtr0304567	3987	3813.410	9.781223	286.814
FBtr0070907	2510	2336.410	124.870976	2243.383
FBtr0070906	2636	2462.410	0.666327	12.617
FBtr0305911	1961	1787.410	9.741049	133.882
FBtr0289953	2161	1987.410	9.096443	139.012
FBtr0305910	2015	1841.410	3.397464	48.106
FBtr0088312	1656	1482.410	0.238919	2.723
FBtr0088313	2297	2123.410	0.385308	6.291
FBtr0088311	2351	2177.410	0.778874	13.041
FBtr0304592	2591	2417.410	0.481196	8.945
FBtr0088882	1935	1761.410	85.940842	1164.000
FBtr0079894	2382	2208.410	12.967863	220.212
FBtr0331635	2356	2182.410	10.763029	180.619
FBtr0345615	2623	2449.410	4.912171	92.518
FBtr0071338	3399	3225.410	145.828302	3616.760
FBtr0334508	4486	4312.410	0.069491	2.304
FBtr0085746	3506	3332.410	0.105200	2.696
FBtr0085085	1541	1367.410	92.071321	968.091
FBtr0085084	2075	1901.410	0.540971	7.909
FBtr0079304	905	731.595	0.000000	0.000
FBtr0079732	925	751.592	0.000000	0.000
FBtr0071108	3145	2971.410	3.874448	88.525
FBtr0340139	3231	3057.410	2.953645	69.439
FBtr0071107	3426	3252.410	39.852057	996.665
FBtr0340138	4238	4064.410	1.610389	50.329
FBtr0309839	4403	4229.410	1.507343	49.021
FBtr0309836	4378	4204.410	1.643503	53.134
FBtr0309837	3952	3778.410	3.001923	87.217
FBtr0073144	4107	3933.410	145.190561	4391.376
FBtr0309838	4006	3832.410	2.485750	73.252
FBtr0075152	2917	2743.410	25.039892	528.222
FBtr0300092	607	433.744	0.000000	0.000
FBtr0073892	1096	922.410	0.000000	0.000
FBtr0343143	1534	1360.410	0.095595	1.000
FBtr0332630	1663	1489.410	4.814497	55.139
FBtr0332631	1364	1190.410	50.491863	462.180
FBtr0332632	5997	5823.410	10.934436	489.629
FBtr0301268	1587	1413.410	0.552065	6.000
FBtr0085909	2020	1846.410	0.352167	5.000
FBtr0080763	2304	2130.410	26.126885	428.000
FBtr0086733	1297	1123.410	28.130350	243.000
FBtr0087262	852	678.613	178.799469	933.000
FBtr0303232	702	528.689	9.593381	39.000
FBtr0344155	6716	6542.410	10.429417	524.675
FBtr0070316	6065	5891.410	25.345358	1148.182
FBtr0344279	6745	6571.410	0.019790	1.000
FBtr0076133	3030	2856.410	0.091058	2.000
FBtr0082259	2901	2727.410	46.040113	965.561
FBtr0079708	1718	1544.410	13.344053	158.469
FBtr0330181	847	673.616	0.103777	0.538
FBtr0074894	650	476.698	107.614068	394.462
FBtr0082726	2913	2739.410	3.287571	69.251
FBtr0331429	2603	2429.410	1.831820	34.220
FBtr0331428	2948	2774.410	7.852076	167.513
FBtr0082727	2606	2432.410	2.721133	50.896
FBtr0301219	3098	2924.410	2.851474	64.121
FBtr0088166	1239	1065.410	0.000000	0.000
FBtr0310646	1830	1656.410	4.042220	51.485
FBtr0073730	1370	1196.410	189.953812	1747.515
FBtr0079724	633	459.713	9.495571	33.566
FBtr0346454	899	725.597	2.031398	11.334
FBtr0100541	611	437.742	6168.515099	20763.100
FBtr0343865	1567	1393.410	0.217019	2.325
FBtr0079324	1294	1120.410	0.147712	1.273
FBtr0079598	1156	982.410	52.449278	396.210
FBtr0081220	1093	919.410	0.635652	4.494
FBtr0300823	1159	985.410	1.064620	8.067
FBtr0081221	1054	880.410	26.136641	176.941
FBtr0310645	979	805.558	3.880811	24.039
FBtr0081219	1084	910.410	0.779925	5.460
FBtr0075314	465	291.815	62.391804	140.000
FBtr0070136	2103	1929.410	4.586005	68.038
FBtr0070137	2193	2019.410	4.657365	72.320
FBtr0070135	2124	1950.410	11.978134	179.642
FBtr0076688	2391	2217.410	23.326475	397.730
FBtr0346546	2609	2435.410	1.003890	18.800
FBtr0302935	3103	2929.410	9.209997	207.459
FBtr0082329	3115	2941.410	10.104511	228.541
FBtr0344017	5279	5105.410	0.586056	23.007
FBtr0091678	6366	6192.410	7.961082	379.075
FBtr0344016	5395	5221.410	0.651413	26.154
FBtr0342985	4422	4248.410	6.908172	225.675
FBtr0071815	4360	4186.410	16.873371	543.171
FBtr0071816	4190	4016.410	6.253843	193.143
FBtr0071813	4216	4042.410	203.193495	6316.015
FBtr0342986	4124	3950.410	18.169535	551.924
FBtr0071814	4255	4081.410	6.279001	197.058
FBtr0083049	682	508.691	67.492768	264.000
FBtr0079593	751	577.664	0.665299	2.955
FBtr0332415	1011	837.410	5.992679	38.588
FBtr0345640	3934	3760.410	10.004209	289.275
FBtr0077562	3784	3610.410	53.084403	1473.725
FBtr0085387	5031	4857.410	10.189739	380.593
FBtr0085386	4880	4706.410	13.661609	494.407
FBtr0085614	355	181.907	16.881610	23.613
FBtr0303924	5093	4919.410	0.092576	3.502
FBtr0303923	5120	4946.410	0.091970	3.498
FBtr0300811	4420	4246.410	18.559134	606.000
FBtr0340626	2866	2692.410	0.000000	0.000
FBtr0340627	2995	2821.410	0.000000	0.000
FBtr0340628	2870	2696.410	0.000000	0.000
FBtr0087784	1976	1802.410	187.030643	2592.145
FBtr0332882	2246	2072.410	1.283878	20.459
FBtr0339391	1899	1725.410	43.542957	577.701
FBtr0084095	7188	7014.410	1.251961	67.527
FBtr0343807	7002	6828.410	0.455848	23.935
FBtr0343805	4551	4377.410	4.392810	147.861
FBtr0343806	4719	4545.410	17.529361	612.678
FBtr0086801	711	537.683	0.569919	2.356
FBtr0344145	6340	6166.410	0.000000	0.000
FBtr0100454	3868	3694.410	0.035202	1.000
FBtr0082255	6557	6383.410	0.010178	0.500
FBtr0082256	4226	4052.410	0.016059	0.500
FBtr0100455	2462	2288.410	0.000000	0.000
FBtr0088783	1907	1733.410	51.515010	686.638
FBtr0301333	1977	1803.410	0.000000	0.000
FBtr0332689	1974	1800.410	0.000000	0.000
FBtr0086107	5316	5142.410	48.227083	1907.000
FBtr0072159	694	520.690	0.499526	2.000
FBtr0076218	2574	2400.410	2.447221	45.170
FBtr0076219	2478	2304.410	51.684711	915.830
FBtr0113346	1241	1067.410	0.365508	3.000
FBtr0100083	570	396.757	0.000000	0.000
FBtr0079765	644	470.701	0.000000	0.000
FBtr0071734	1182	1008.410	0.128964	1.000
FBtr0071191	1056	882.410	9.908837	67.234
FBtr0345988	1286	1112.410	1.375589	11.766
